,0,1,2,3,4,5,6,7,8,9
104,"(865.9662, 709.0974)","(865.9651, 709.0994)","(865.96484, 709.0997)","(865.9609, 709.0984)","(865.9604, 709.09705)","(865.9594, 709.1019)","(865.9583, 709.10364)","(865.9584, 709.10925)","(865.9578, 709.10803)","(865.95776, 709.1077)"
105,"(377.92398, 746.9913)","(377.9277, 746.9849)","(377.927, 746.9788)","(377.92877, 746.9737)","(377.9257, 746.9742)","(377.92712, 746.97394)","(377.92685, 746.974)","(377.92834, 746.9737)","(377.92834, 746.9737)","(377.92834, 746.9737)"
106,"(647.38226, 706.9874)","(647.3854, 707.0017)","(647.3818, 707.007)","(647.39233, 707.0129)","(647.3855, 707.00214)","(647.3861, 706.99335)","(647.3842, 706.99243)","(647.3813, 706.986)","(647.3813, 706.986)","(647.3813, 706.986)"
107,"(901.01044, 623.9533)","(901.0113, 623.9528)","(901.0114, 623.9517)","(901.01215, 623.9504)","(901.0123, 623.9509)","(901.0123, 623.95056)","(901.0125, 623.9513)","(901.01306, 623.9505)","(901.0137, 623.94965)","(901.0144, 623.9486)"
108,"(217.81146, 411.40503)","(217.81581, 411.40045)","(217.8254, 411.3962)","(217.82854, 411.39505)","(217.88812, 411.39713)","(217.94016, 411.39172)","(218.00291, 411.39005)","(218.0562, 411.38904)","(218.07239, 411.39938)","(218.08466, 411.40378)"
109,"(438.01, 572.769)","(437.98862, 572.78827)","(437.97092, 572.80206)","(437.94147, 572.82214)","(437.94565, 572.824)","(437.93845, 572.8217)","(437.9391, 572.8254)","(437.93378, 572.82837)","(437.93307, 572.82635)","(437.93088, 572.8215)"
110,"(259.5404, 280.49417)","(259.5429, 280.49722)","(259.546, 280.50003)","(259.55832, 280.50565)","(259.55737, 280.50714)","(259.55695, 280.50665)","(259.55753, 280.5071)","(259.56, 280.50616)","(259.56204, 280.50125)","(259.5678, 280.5008)"
111,"(703.02203, 706.03125)","(703.0194, 706.0317)","(703.02295, 706.03534)","(703.02216, 706.03015)","(703.0242, 706.0264)","(703.036, 706.0261)","(703.04083, 706.0244)","(703.0514, 706.01996)","(703.05023, 706.0206)","(703.0502, 706.02057)"
112,"(413.09384, 638.7362)","(413.09567, 638.7288)","(413.0932, 638.7314)","(413.0977, 638.7218)","(413.0991, 638.72284)","(413.10318, 638.7248)","(413.12457, 638.75183)","(413.14972, 638.782)","(413.14325, 638.79175)","(413.1415, 638.7888)"
113,"(1095.9546, 322.035)","(1095.9548, 322.03476)","(1095.9547, 322.0347)","(1095.9545, 322.03455)","(1095.9546, 322.0345)","(1095.9546, 322.0345)","(1095.9546, 322.0345)","(1095.9546, 322.03458)","(1095.9539, 322.0341)","(1095.9546, 322.03442)"
114,"(146.37196, 521.8379)","(146.3043, 521.83887)","(146.25426, 521.82794)","(146.20038, 521.84656)","(146.17188, 521.84247)","(146.14325, 521.84186)","(146.11494, 521.8452)","(146.0916, 521.85297)","(146.09157, 521.858)","(146.08495, 521.8748)"
115,"(962.9154, 282.34088)","(962.9527, 282.3907)","(962.9988, 282.48807)","(963.03235, 282.56592)","(963.0691, 282.61786)","(963.0861, 282.66486)","(963.11273, 282.72372)","(963.12274, 282.77423)","(963.1268, 282.7799)","(963.1275, 282.78107)"
116,"(571.0613, 705.0131)","(571.06274, 705.01056)","(571.063, 705.0164)","(571.06836, 705.0062)","(571.06726, 705.0078)","(571.06714, 705.0099)","(571.06744, 705.0115)","(571.06836, 705.0051)","(571.0686, 705.0052)","(571.0708, 705.00543)"
117,"(904.54126, 551.0172)","(904.53827, 551.01654)","(904.5377, 551.01654)","(904.5399, 551.01697)","(904.5471, 551.00885)","(904.54443, 551.0002)","(904.54193, 550.9877)","(904.5455, 551.0006)","(904.5484, 551.00214)","(904.5474, 551.00165)"
118,"(91.37791, 471.85263)","(91.35429, 471.84943)","(91.348236, 471.85043)","(91.334564, 471.84796)","(91.34003, 471.84732)","(91.34145, 471.84656)","(91.33934, 471.84534)","(91.33412, 471.844)","(91.33415, 471.84412)","(91.33409, 471.8441)"
119,"(961.0034, 726.0163)","(961.00226, 726.01776)","(961.0024, 726.0177)","(961.001, 726.0191)","(961.001, 726.0191)","(961.001, 726.0191)","(961.001, 726.0191)","(961.0009, 726.0192)","(961.0009, 726.0192)","(961.0009, 726.0192)"
120,"(145.0594, 516.1786)","(144.97165, 516.1864)","(144.92366, 516.2047)","(144.87381, 516.2319)","(144.85194, 516.2384)","(144.83026, 516.2444)","(144.81287, 516.25366)","(144.79962, 516.2616)","(144.79796, 516.26465)","(144.79393, 516.2738)"
121,"(901.07947, 747.04443)","(901.0794, 747.04456)","(901.0795, 747.0442)","(901.0799, 747.0429)","(901.0799, 747.0429)","(901.0799, 747.0429)","(901.0799, 747.0429)","(901.0799, 747.0429)","(901.0799, 747.0429)","(901.0799, 747.0429)"
122,"(380.95856, 704.9694)","(380.96152, 704.96643)","(380.96503, 704.9645)","(380.96637, 704.96375)","(380.96613, 704.9653)","(380.96567, 704.9659)","(380.9645, 704.96643)","(380.96222, 704.9687)","(380.96222, 704.9687)","(380.96222, 704.9687)"
123,"(946.45996, 185.1791)","(946.40686, 185.23839)","(946.3457, 185.29457)","(946.2943, 185.35039)","(946.06274, 185.41637)","(945.81885, 185.47719)","(945.6324, 185.6512)","(945.21564, 185.83302)","(944.93274, 185.92992)","(944.66327, 186.03888)"
124,"(512.69336, 614.4302)","(512.6758, 614.0402)","(512.7168, 613.56024)","(512.7162, 613.5681)","(512.8115, 613.446)","(512.9285, 613.301)","(512.9325, 613.30286)","(512.93726, 613.3025)","(512.9999, 613.3166)","(513.0713, 613.3241)"
125,"(1163.3423, 320.49765)","(1163.3481, 320.50668)","(1163.359, 320.5119)","(1163.3654, 320.5292)","(1163.366, 320.52917)","(1163.3667, 320.52908)","(1163.3667, 320.52914)","(1163.3667, 320.52914)","(1163.3318, 320.54645)","(1163.3042, 320.5717)"
126,"(413.04657, 705.0774)","(413.03677, 705.0686)","(413.0306, 705.0664)","(413.0144, 705.05206)","(413.02625, 705.06244)","(413.0274, 705.0632)","(413.02985, 705.06647)","(413.0329, 705.0659)","(413.03067, 705.0654)","(413.03067, 705.0654)"
127,"(513.67163, 581.41327)","(513.6862, 581.4215)","(513.69415, 581.4304)","(513.71216, 581.4394)","(513.7301, 581.43164)","(513.7389, 581.4256)","(513.74854, 581.41675)","(513.76086, 581.4181)","(513.78503, 581.41516)","(513.812, 581.41364)"
128,"(670.71814, 382.32004)","(670.7208, 382.3007)","(670.7292, 382.27432)","(670.7333, 382.24457)","(670.7449, 382.23767)","(670.7545, 382.23456)","(670.761, 382.23138)","(670.77783, 382.23288)","(670.79297, 382.22888)","(670.8044, 382.21802)"
129,"(829.0342, 221.24576)","(828.1656, 221.46405)","(826.3524, 221.21596)","(826.3577, 221.20874)","(825.3138, 221.34795)","(823.5838, 221.21336)","(823.3982, 221.0886)","(822.39343, 221.0806)","(820.9526, 221.27388)","(820.24664, 221.04503)"
130,"(652.5431, 668.04224)","(652.52313, 668.045)","(652.5108, 668.04193)","(652.49506, 668.0531)","(652.4417, 668.0344)","(652.3998, 668.0267)","(652.3555, 668.0162)","(652.30255, 668.00433)","(652.2884, 668.0001)","(652.28766, 667.99896)"
131,"(277.06064, 318.98346)","(277.06427, 318.99472)","(277.06714, 318.99722)","(277.06842, 319.0142)","(277.077, 319.0229)","(277.07318, 319.03192)","(277.0747, 319.033)","(277.07153, 319.04968)","(277.07547, 319.06686)","(277.0764, 319.0797)"
132,"(459.21045, 94.15993)","(459.24402, 94.12025)","(459.13232, 94.14618)","(459.15387, 94.14303)","(459.3532, 94.22031)","(459.41946, 94.20305)","(459.46515, 94.49121)","(459.52267, 94.36733)","(459.4932, 94.5724)","(459.53342, 94.436676)"
133,"(803.22095, 571.8034)","(803.22284, 571.7992)","(803.2296, 571.7918)","(803.23474, 571.7846)","(803.23755, 571.78326)","(803.2391, 571.7821)","(803.24194, 571.78094)","(803.2434, 571.77966)","(803.2343, 571.78467)","(803.23395, 571.78546)"
134,"(897.72266, 234.10228)","(897.72455, 234.09285)","(897.72174, 234.07655)","(897.7244, 234.06729)","(897.7234, 234.07672)","(897.7242, 234.07883)","(897.7222, 234.08705)","(897.7261, 234.09294)","(897.7257, 234.09285)","(897.7255, 234.09273)"
135,"(312.36166, 407.4809)","(312.36163, 407.47348)","(312.3652, 407.46707)","(312.36514, 407.46613)","(312.37753, 407.46127)","(312.3788, 407.46)","(312.37677, 407.4654)","(312.37732, 407.45764)","(312.3859, 407.45135)","(312.39172, 407.4536)"
136,"(935.8298, 94.47438)","(935.831, 94.47471)","(935.8317, 94.479546)","(935.8336, 94.47723)","(935.8349, 94.479355)","(935.83307, 94.484924)","(935.83185, 94.48557)","(935.8318, 94.482834)","(935.83636, 94.49839)","(935.8468, 94.49564)"
137,"(1064.3958, 236.80925)","(1064.3951, 236.77586)","(1064.4069, 236.74269)","(1064.4071, 236.71924)","(1064.4067, 236.71312)","(1064.3954, 236.70781)","(1064.3862, 236.70421)","(1064.3906, 236.70157)","(1064.3799, 236.71022)","(1064.3732, 236.71939)"
138,"(479.72772, 280.57352)","(479.72748, 280.56805)","(479.73483, 280.56152)","(479.73193, 280.54675)","(479.7413, 280.5506)","(479.74426, 280.54843)","(479.74768, 280.54834)","(479.74857, 280.54724)","(479.7491, 280.549)","(479.7495, 280.54822)"
139,"(761.2059, 31.467072)","(761.20746, 31.46402)","(761.2217, 31.45904)","(761.22345, 31.463282)","(761.2301, 31.447006)","(761.22784, 31.442822)","(761.22797, 31.435251)","(761.2293, 31.437483)","(761.2295, 31.43465)","(761.2299, 31.434406)"
140,"(327.08472, 705.0932)","(327.08008, 705.08923)","(327.07874, 705.08936)","(327.0811, 705.0829)","(327.07806, 705.0848)","(327.07925, 705.0844)","(327.0788, 705.0842)","(327.08093, 705.0845)","(327.07965, 705.0838)","(327.07965, 705.0838)"
141,"(819.4085, 90.52761)","(819.39557, 90.53797)","(819.3781, 90.55472)","(819.3654, 90.564156)","(819.34717, 90.485054)","(819.32733, 90.39786)","(819.299, 90.30643)","(819.2708, 90.21889)","(819.2709, 90.21875)","(819.27124, 90.217964)"
142,"(382.4533, 268.18524)","(382.4459, 268.1577)","(382.44922, 268.1268)","(382.44284, 268.09756)","(382.4578, 268.05365)","(382.46634, 268.02032)","(382.4767, 267.97977)","(382.48227, 267.94135)","(382.48016, 267.93353)","(382.48077, 267.92978)"
143,"(364.6251, 91.068794)","(364.60843, 91.07155)","(364.59348, 91.07058)","(364.56744, 91.07452)","(364.55853, 91.061104)","(364.54706, 91.06086)","(364.54236, 91.047356)","(364.537, 91.046196)","(364.53592, 91.04818)","(364.5369, 91.04756)"
144,"(909.97314, 415.95798)","(909.97345, 415.9548)","(909.9737, 415.95428)","(909.9732, 415.95206)","(909.9757, 415.9556)","(909.9762, 415.95728)","(909.97656, 415.96008)","(909.97675, 415.9623)","(909.97675, 415.9624)","(909.9769, 415.96237)"
145,"(1037.6625, 136.92976)","(1037.6508, 136.96559)","(1037.5618, 137.24286)","(1037.3743, 136.81425)","(1037.0979, 136.86124)","(1036.7241, 136.81552)","(1036.6697, 136.7034)","(1036.6165, 136.70157)","(1036.6136, 136.70412)","(1036.6132, 136.70317)"
146,"(319.1334, 575.7705)","(319.0823, 575.7725)","(319.03568, 575.76807)","(318.9913, 575.7658)","(318.99023, 575.76556)","(318.99124, 575.76556)","(318.99048, 575.76556)","(318.99176, 575.76575)","(319.0098, 575.76117)","(319.02325, 575.7448)"
147,"(286.49075, 268.20566)","(286.49506, 268.20685)","(286.49557, 268.21033)","(286.50436, 268.2101)","(286.50116, 268.21085)","(286.4987, 268.2105)","(286.50214, 268.20383)","(286.5066, 268.19965)","(286.74298, 268.3962)","(286.7272, 267.63675)"
148,"(1094.1593, 386.03174)","(1094.1704, 386.01736)","(1094.1794, 386.0021)","(1094.1918, 385.98843)","(1094.1774, 385.99313)","(1094.1718, 385.99234)","(1094.1636, 385.99664)","(1094.158, 385.99673)","(1094.158, 385.99683)","(1094.1578, 385.99692)"
149,"(830.67773, 473.31256)","(830.66077, 473.31125)","(830.65466, 473.30618)","(830.6266, 473.31146)","(830.68146, 473.0781)","(830.7227, 472.83752)","(830.66986, 472.6569)","(830.6047, 472.43674)","(830.5571, 472.31763)","(830.51794, 472.12283)"
150,"(869.6428, 662.0721)","(869.59283, 662.11395)","(869.6592, 662.0584)","(869.67523, 662.0324)","(869.69775, 662.0262)","(869.717, 662.0239)","(869.73914, 662.0262)","(869.76013, 662.0221)","(869.76654, 662.0148)","(869.7713, 662.0128)"
151,"(842.00757, 748.01105)","(842.008, 748.0057)","(842.0115, 748.00336)","(842.0142, 747.99524)","(842.01495, 747.9948)","(842.01495, 747.9948)","(842.0148, 747.99493)","(842.0148, 747.99493)","(842.0148, 747.99493)","(842.0147, 747.99506)"
152,"(570.5887, 123.29822)","(570.8975, 123.39958)","(570.90985, 123.398735)","(570.92413, 123.407524)","(570.8876, 123.39706)","(570.8463, 123.3989)","(570.8106, 123.3951)","(570.7675, 123.39671)","(570.769, 123.39701)","(570.76624, 123.39909)"
153,"(719.7461, 26.33064)","(719.7463, 26.337585)","(719.74695, 26.339054)","(719.7497, 26.3564)","(719.7489, 26.356472)","(719.7492, 26.355837)","(719.75024, 26.3562)","(719.7508, 26.35531)","(719.7782, 26.354074)","(719.78326, 26.355795)"
154,"(474.074, 434.01437)","(474.07175, 434.00818)","(474.0685, 434.00565)","(474.06152, 434.00043)","(474.0556, 434.0028)","(474.04843, 434.01123)","(474.03967, 434.0161)","(474.02985, 434.02228)","(474.0294, 434.0223)","(474.02792, 434.0221)"
155,"(831.6871, 437.42468)","(831.67737, 437.49844)","(831.66974, 437.56647)","(831.655, 437.63824)","(831.6527, 437.6576)","(831.6523, 437.6776)","(831.6558, 437.70013)","(831.6598, 437.71918)","(831.6489, 437.81137)","(831.6522, 437.86377)"
156,"(867.0415, 763.17096)","(867.0415, 763.17096)","(867.0415, 763.1706)","(867.04175, 763.16895)","(867.0419, 763.16907)","(867.0419, 763.16907)","(867.0419, 763.16907)","(867.0419, 763.16907)","(867.0419, 763.16907)","(867.0421, 763.16907)"
157,"(777.89264, 239.88914)","(777.8921, 239.89017)","(777.89166, 239.8907)","(777.8911, 239.89392)","(777.89154, 239.8908)","(777.8917, 239.88943)","(777.89166, 239.88673)","(777.89124, 239.88911)","(777.8918, 239.88702)","(777.8924, 239.88664)"
158,"(999.3456, 86.44675)","(999.3561, 86.44657)","(999.36224, 86.44374)","(999.3724, 86.44224)","(999.3731, 86.37938)","(999.37744, 86.32376)","(999.36365, 86.44127)","(999.20715, 86.282776)","(999.22723, 86.28072)","(999.2449, 86.27957)"
159,"(285.88336, 601.30585)","(285.8793, 601.29645)","(285.8776, 601.2901)","(285.87317, 601.279)","(285.87766, 601.276)","(285.87875, 601.2738)","(285.88336, 601.26917)","(285.8812, 601.26825)","(285.88083, 601.26764)","(285.88065, 601.269)"
160,"(1030.1404, 138.92424)","(1030.1292, 138.94177)","(1030.0007, 139.13388)","(1029.9819, 138.9067)","(1029.9209, 138.96529)","(1029.8585, 138.9398)","(1029.8485, 138.9166)","(1029.8405, 138.89635)","(1029.8374, 138.89911)","(1029.838, 138.89857)"
161,"(379.77182, 661.04645)","(379.77237, 661.0503)","(379.77188, 661.05505)","(379.77133, 661.0626)","(379.77524, 661.06287)","(379.77417, 661.0626)","(379.77505, 661.0626)","(379.77136, 661.0622)","(379.77368, 661.05493)","(379.77222, 661.04675)"
162,"(774.987, 777.02527)","(774.98096, 777.0386)","(774.98096, 777.0386)","(774.9714, 777.04926)","(774.97925, 777.0388)","(774.97925, 777.0388)","(774.97925, 777.0388)","(774.9794, 777.0389)","(774.9794, 777.0389)","(774.9794, 777.0389)"
163,"(767.7274, 576.0634)","(767.72754, 576.04614)","(767.73016, 576.03064)","(767.73035, 576.0139)","(767.7155, 576.00366)","(767.7058, 575.9928)","(767.6924, 575.9796)","(767.6845, 575.97076)","(767.6867, 575.9717)","(767.6832, 575.9698)"
164,"(675.50256, 728.9789)","(675.5072, 728.974)","(675.51196, 728.9702)","(675.5179, 728.9616)","(675.5204, 728.961)","(675.52295, 728.9555)","(675.5235, 728.9555)","(675.5263, 728.9471)","(675.5263, 728.9472)","(675.5263, 728.9472)"
165,"(915.4949, 523.5331)","(915.5013, 523.5304)","(915.50854, 523.5234)","(915.5081, 523.52515)","(915.53156, 523.5295)","(915.55743, 523.53735)","(915.58203, 523.538)","(915.61066, 523.5449)","(915.61816, 523.53546)","(915.6262, 523.53284)"
166,"(160.04745, 724.1058)","(160.04724, 724.10583)","(160.04724, 724.1058)","(160.04721, 724.1066)","(160.0473, 724.10583)","(160.04724, 724.10583)","(160.04726, 724.1056)","(160.0472, 724.1059)","(160.04724, 724.10535)","(160.04736, 724.1057)"
167,"(134.28375, 512.45215)","(134.264, 512.47314)","(134.25385, 512.4838)","(134.2395, 512.4994)","(134.20511, 512.52057)","(134.1781, 512.5354)","(134.14445, 512.5612)","(134.1147, 512.5777)","(134.10173, 512.5814)","(134.0918, 512.58325)"
168,"(265.19855, 408.78284)","(265.1977, 408.78146)","(265.19656, 408.77908)","(265.1964, 408.77682)","(265.1942, 408.7756)","(265.1914, 408.78345)","(265.18863, 408.78354)","(265.18698, 408.7933)","(265.18842, 408.78485)","(265.1859, 408.78336)"
169,"(1115.72, 382.66293)","(1115.708, 382.66867)","(1115.7161, 382.6732)","(1115.6646, 382.66873)","(1115.7178, 382.6748)","(1115.7166, 382.67456)","(1115.7229, 382.6727)","(1115.7112, 382.67282)","(1115.7144, 382.6686)","(1115.7086, 382.66257)"
170,"(839.8823, 702.1373)","(839.88666, 702.13916)","(839.89014, 702.13525)","(839.8957, 702.1406)","(839.8953, 702.1413)","(839.89526, 702.14105)","(839.89514, 702.1413)","(839.8952, 702.14136)","(839.8951, 702.14124)","(839.89484, 702.1412)"
171,"(68.474396, 614.1153)","(68.441414, 614.1178)","(68.40927, 614.11224)","(68.38664, 614.1077)","(68.37383, 614.0901)","(68.358505, 614.07874)","(68.341095, 614.0632)","(68.32237, 614.0563)","(68.32881, 614.0375)","(68.332245, 614.019)"
172,"(941.89, 514.8396)","(941.8902, 514.83887)","(941.8907, 514.83997)","(941.889, 514.8446)","(941.8925, 514.8436)","(941.8974, 514.8457)","(941.9032, 514.8473)","(941.90985, 514.848)","(941.9096, 514.8462)","(941.9093, 514.8462)"
173,"(896.6239, 609.39215)","(896.62286, 609.3923)","(896.6214, 609.39294)","(896.62585, 609.3917)","(896.6216, 609.3951)","(896.61865, 609.3962)","(896.6177, 609.3984)","(896.6183, 609.3998)","(896.61334, 609.39844)","(896.60693, 609.3959)"
174,"(908.89136, 93.94687)","(908.8964, 93.95391)","(908.89935, 93.9499)","(908.9043, 93.96108)","(908.8997, 93.952934)","(908.8989, 93.949005)","(908.8958, 93.94075)","(908.89606, 93.95357)","(908.89154, 93.924576)","(908.89166, 93.89858)"
175,"(606.0472, 31.382385)","(606.02655, 31.405634)","(605.99976, 31.42255)","(605.9857, 31.447609)","(605.9693, 31.44968)","(605.9564, 31.466541)","(605.9449, 31.475407)","(605.93634, 31.48782)","(605.9575, 31.452404)","(605.9073, 31.504366)"
176,"(315.03806, 475.10858)","(315.0323, 475.10602)","(315.03506, 475.10443)","(315.03662, 475.10022)","(315.0384, 475.09982)","(315.04007, 475.09564)","(315.04135, 475.09528)","(315.0413, 475.0905)","(315.0439, 475.08337)","(315.0472, 475.08408)"
177,"(770.26764, 480.5429)","(770.2707, 480.54623)","(770.2739, 480.55014)","(770.2795, 480.55093)","(770.2735, 480.552)","(770.2726, 480.55255)","(770.26996, 480.55392)","(770.26807, 480.55127)","(770.26764, 480.55136)","(770.2679, 480.55145)"
178,"(80.048515, 309.92694)","(80.04911, 309.92444)","(80.04764, 309.92667)","(80.04804, 309.92538)","(80.04884, 309.92416)","(80.04832, 309.92587)","(80.04763, 309.92606)","(80.046974, 309.92697)","(80.07545, 309.9435)","(80.09067, 309.94955)"
179,"(382.0685, 608.6624)","(382.07956, 608.6564)","(382.0865, 608.64984)","(382.09717, 608.64923)","(382.09293, 608.65045)","(382.08954, 608.64386)","(382.08212, 608.64166)","(382.07666, 608.6346)","(382.0723, 608.6365)","(382.0729, 608.63525)"
180,"(988.9676, 416.89188)","(988.9431, 416.89)","(988.9264, 416.88913)","(988.9, 416.8853)","(988.9042, 416.88187)","(988.9087, 416.87256)","(988.91364, 416.86395)","(988.914, 416.86865)","(988.91254, 416.86887)","(988.91266, 416.86752)"
181,"(57.09233, 725.1007)","(57.093266, 725.1031)","(57.09388, 725.10345)","(57.093513, 725.10333)","(57.09443, 725.1038)","(57.09462, 725.1038)","(57.09462, 725.1038)","(57.0946, 725.1037)","(57.094257, 725.1027)","(57.094257, 725.1027)"
182,"(81.36794, 164.25262)","(81.37346, 164.68904)","(81.35875, 165.16548)","(81.386314, 165.44746)","(81.29126, 165.63362)","(81.20856, 165.96524)","(81.15657, 166.0971)","(81.12063, 166.21591)","(81.084656, 166.35313)","(81.05673, 166.47585)"
183,"(901.0742, 655.23315)","(901.0727, 655.2334)","(901.0721, 655.23444)","(901.0705, 655.2361)","(901.07025, 655.233)","(901.0699, 655.23224)","(901.0702, 655.2294)","(901.0716, 655.2286)","(901.07227, 655.23035)","(901.07306, 655.2289)"
184,"(678.5652, 483.1326)","(678.5656, 483.12775)","(678.5656, 483.12253)","(678.5656, 483.12048)","(678.56616, 483.12378)","(678.5634, 483.1262)","(678.56464, 483.12842)","(678.56384, 483.13)","(678.5583, 483.12924)","(678.5572, 483.1285)"
185,"(995.1934, 477.50638)","(995.18933, 477.5036)","(995.1915, 477.4986)","(995.1779, 477.4932)","(995.1931, 477.49738)","(995.1928, 477.4996)","(995.1904, 477.49997)","(995.1877, 477.50275)","(995.18713, 477.50494)","(995.1866, 477.50577)"
